tweets,category,dates,address,newaddress,lattitude,longitude,coordinates
"THEFT - COLD at 4400 SW IDAHO DR, PORT [Portland Police #PP21000358472] 16:47 #pdx911, 2021-12-26 01:06:02+00:00",THEFT - COLD , 2021-12-26 01:06:02+00:00, 4400 SW IDAHO DR," 4400 SW IDAHO DR, Portland, OR",45.477206249999995,-122.72170291513761,"-122.72170291513761, 45.477206249999995"
"SHOOTING - COLD at 4800 NE GLISAN ST, PORT [Portland Police #PP21000358515] 15:38 #pdx911, 2021-12-26 01:00:02+00:00",SHOOTING - COLD , 2021-12-26 01:00:02+00:00, 4800 NE GLISAN ST," 4800 NE GLISAN ST, Portland, OR",45.526401707070704,-122.61387502020202,"-122.61387502020202, 45.526401707070704"
"DISTURBANCE - PRIORITY at 9700 NE GLISAN ST, PORT [Portland Police #PP21000358484] 14:47 #pdx911, 2021-12-26 00:48:01+00:00",DISTURBANCE - PRIORITY , 2021-12-26 00:48:01+00:00, 9700 NE GLISAN ST," 9700 NE GLISAN ST, Portland, OR",45.52590735,-122.56332983558892,"-122.56332983558892, 45.52590735"
"VEHICLE STOLEN - COLD at 1500 NE 32ND AVE, PORT [Portland Police #PP21000358489] 16:14 #pdx911, 2021-12-26 00:46:01+00:00",VEHICLE STOLEN - COLD , 2021-12-26 00:46:01+00:00, 1500 NE 32ND AVE," 1500 NE 32ND AVE, Portland, OR",45.533919,-122.633128,"-122.633128, 45.533919"
"BURGLARY - COLD at 1600 SE 35TH PL, PORT [Portland Police #PP21000358438] 16:33 #pdx911, 2021-12-26 00:44:01+00:00",BURGLARY - COLD , 2021-12-26 00:44:01+00:00, 1600 SE 35TH PL," 1600 SE 35TH PL, Portland, OR",45.511321570281126,-122.62751198393575,"-122.62751198393575, 45.511321570281126"
"THEFT - PRIORITY at 1700 NW IRVING ST, PORT [Portland Police #PP21000358511] 16:35 #pdx911, 2021-12-26 00:42:01+00:00",THEFT - PRIORITY , 2021-12-26 00:42:01+00:00, 1700 NW IRVING ST," 1700 NW IRVING ST, Portland, OR",45.527746,-122.688558,"-122.688558, 45.527746"
"BURGLARY - PRIORITY *H at 600 NW 11TH AVE, PORT [Portland Police #PP21000358526] 16:07 #pdx911, 2021-12-26 00:40:01+00:00",BURGLARY - PRIORITY *H , 2021-12-26 00:40:01+00:00, 600 NW 11TH AVE," 600 NW 11TH AVE, Portland, OR",45.527357,-122.682165,"-122.682165, 45.527357"
"UNWANTED PERSON at 1300 NW 22ND AVE, PORT [Portland Police #PP21000358532] 16:17 #pdx911, 2021-12-26 00:39:02+00:00",UNWANTED PERSON , 2021-12-26 00:39:02+00:00, 1300 NW 22ND AVE," 1300 NW 22ND AVE, Portland, OR",45.532085,-122.696547,"-122.696547, 45.532085"
"VANDALISM - COLD at 5400 SE 28TH AVE, PORT [Portland Police #PP21000358444] 16:29 #pdx911, 2021-12-26 00:36:01+00:00",VANDALISM - COLD , 2021-12-26 00:36:01+00:00, 5400 SE 28TH AVE," 5400 SE 28TH AVE, Portland, OR",45.483609,-122.637313,"-122.637313, 45.483609"
"UNWANTED PERSON at 6200 SW POMONA ST, PORT [Portland Police #PP21000358493] 15:21 #pdx911, 2021-12-26 00:16:02+00:00",UNWANTED PERSON , 2021-12-26 00:16:02+00:00, 6200 SW POMONA ST," 6200 SW POMONA ST, Portland, OR",45.44499,-122.740781,"-122.740781, 45.44499"
"DISTURBANCE - PRIORITY at 1600 NW 13TH AVE, PORT [Portland Police #PP21000358473] 14:24 #pdx911, 2021-12-26 00:14:02+00:00",DISTURBANCE - PRIORITY , 2021-12-26 00:14:02+00:00, 1600 NW 13TH AVE," 1600 NW 13TH AVE, Portland, OR",45.534448,-122.684456,"-122.684456, 45.534448"
"DISTURBANCE - PRIORITY at 1900 SE 27TH AVE, PORT [Portland Police #PP21000358381] 13:21 #pdx911, 2021-12-25 23:52:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 23:52:01+00:00, 1900 SE 27TH AVE," 1900 SE 27TH AVE, Portland, OR",45.509649,-122.638341,"-122.638341, 45.509649"
"UNWANTED PERSON at 500 SW 4TH AVE, PORT [Portland Police #PP21000358513] 15:35 #pdx911, 2021-12-25 23:44:01+00:00",UNWANTED PERSON , 2021-12-25 23:44:01+00:00, 500 SW 4TH AVE," 500 SW 4TH AVE, Portland, OR",45.51971,-122.675788,"-122.675788, 45.51971"
"UNWANTED PERSON at 700 SW 5TH AVE, PORT [Portland Police #PP21000358454] 15:30 #pdx911, 2021-12-25 23:38:02+00:00",UNWANTED PERSON , 2021-12-25 23:38:02+00:00, 700 SW 5TH AVE," 700 SW 5TH AVE, Portland, OR",45.518494,-122.6774738,"-122.6774738, 45.518494"
"THREAT - PRIORITY at 3900 SW CALDEW ST, PORT [Portland Police #PP21000358403] 14:39 #pdx911, 2021-12-25 23:26:01+00:00",THREAT - PRIORITY , 2021-12-25 23:26:01+00:00, 3900 SW CALDEW ST," 3900 SW CALDEW ST, Portland, OR",45.4716251403834,-122.71708409877861,"-122.71708409877861, 45.4716251403834"
"ACCIDENT - NON INJURY at 11700 NE AIRPORT WAY, PORT [Portland Police #PP21000358412] 13:33 #pdx911, 2021-12-25 23:16:01+00:00",ACCIDENT - NON INJURY , 2021-12-25 23:16:01+00:00, 11700 NE AIRPORT WAY," 11700 NE AIRPORT WAY, Portland, OR",45.5688594,-122.5457133,"-122.5457133, 45.5688594"
"VEHICLE STOLEN - COLD at 100 SW HARRISON ST, PORT [Portland Police #PP21000358402] 14:49 #pdx911, 2021-12-25 23:14:01+00:00",VEHICLE STOLEN - COLD , 2021-12-25 23:14:01+00:00, 100 SW HARRISON ST," 100 SW HARRISON ST, Portland, OR",45.509742,-122.678214,"-122.678214, 45.509742"
"ROBBERY - COLD at 6200 SE 92ND AVE, PORT [Portland Police #PP21000358439] 13:46 #pdx911, 2021-12-25 23:08:01+00:00",ROBBERY - COLD , 2021-12-25 23:08:01+00:00, 6200 SE 92ND AVE," 6200 SE 92ND AVE, Portland, OR",45.47801681879195,-122.56849869798657,"-122.56849869798657, 45.47801681879195"
"DISTURBANCE - PRIORITY at 16400 SE FOSTER RD, PORT [Portland Police #PP21000358483] 14:46 #pdx911, 2021-12-25 22:56:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 22:56:01+00:00, 16400 SE FOSTER RD," 16400 SE FOSTER RD, Portland, OR",45.473828,-122.494345,"-122.494345, 45.473828"
"UNWANTED PERSON at 9900 NE HALSEY ST, PORT [Portland Police #PP21000358477] 14:34 #pdx911, 2021-12-25 22:50:02+00:00",UNWANTED PERSON , 2021-12-25 22:50:02+00:00, 9900 NE HALSEY ST," 9900 NE HALSEY ST, Portland, OR",45.533371,-122.562176,"-122.562176, 45.533371"
"ROBBERY - PRIORITY *H at 5400 SW BEAVERTON HILLSDALE HWY, PORT [Portland Police #PP21000358408] 12:22 #pdx911, 2021-12-25 22:42:02+00:00",ROBBERY - PRIORITY *H , 2021-12-25 22:42:02+00:00, 5400 SW BEAVERTON HILLSDALE HWY," 5400 SW BEAVERTON HILLSDALE HWY, Portland, OR",45.48694836912751,-122.73275673825503,"-122.73275673825503, 45.48694836912751"
"AREA CHECK at 13200 SE FOSTER RD, PORT [Portland Police #PP21000358478] 14:38 #pdx911, 2021-12-25 22:42:02+00:00",AREA CHECK , 2021-12-25 22:42:02+00:00, 13200 SE FOSTER RD," 13200 SE FOSTER RD, Portland, OR",45.476736053691276,-122.52698513422818,"-122.52698513422818, 45.476736053691276"
"DISTURBANCE - PRIORITY at 2100 NE 121ST AVE, PORT [Portland Police #PP21000358455] 14:00 #pdx911, 2021-12-25 22:38:02+00:00",DISTURBANCE - PRIORITY , 2021-12-25 22:38:02+00:00, 2100 NE 121ST AVE," 2100 NE 121ST AVE, Portland, OR",45.5375798989899,-122.5386415050505,"-122.5386415050505, 45.5375798989899"
"UNWANTED PERSON at 3800 SE BELMONT ST, PORT [Portland Police #PP21000358461] 14:10 #pdx911, 2021-12-25 22:34:02+00:00",UNWANTED PERSON , 2021-12-25 22:34:02+00:00, 3800 SE BELMONT ST," 3800 SE BELMONT ST, Portland, OR",45.516354,-122.62424,"-122.62424, 45.516354"
"UNWANTED PERSON at 300 SW LINCOLN ST, PORT [Portland Police #PP21000358387] 12:34 #pdx911, 2021-12-25 22:20:02+00:00",UNWANTED PERSON , 2021-12-25 22:20:02+00:00, 300 SW LINCOLN ST," 300 SW LINCOLN ST, Portland, OR",45.507867,-122.679989,"-122.679989, 45.507867"
"UNWANTED PERSON at 1500 NW 14TH AVE, PORT [Portland Police #PP21000358453] 14:02 #pdx911, 2021-12-25 22:16:02+00:00",UNWANTED PERSON , 2021-12-25 22:16:02+00:00, 1500 NW 14TH AVE," 1500 NW 14TH AVE, Portland, OR",45.533716,-122.685443,"-122.685443, 45.533716"
"VANDALISM - COLD at 3100 NE BROADWAY , PORT [Portland Police #PP21000358361] 13:37 #pdx911, 2021-12-25 22:10:02+00:00",VANDALISM - COLD , 2021-12-25 22:10:02+00:00, 3100 NE BROADWAY ," 3100 NE BROADWAY , Portland, OR",45.53507298989899,-122.6341094040404,"-122.6341094040404, 45.53507298989899"
"THREAT - COLD at 3600 NE 162ND AVE, PORT [Portland Police #PP21000358451] 14:06 #pdx911, 2021-12-25 22:10:02+00:00",THREAT - COLD , 2021-12-25 22:10:02+00:00, 3600 NE 162ND AVE," 3600 NE 162ND AVE, Portland, OR",45.5480907,-122.49563040700795,"-122.49563040700795, 45.5480907"
"THREAT - COLD at 10200 NE PRESCOTT ST, PORT [Portland Police #PP21000358418] 14:06 #pdx911, 2021-12-25 22:10:02+00:00",THREAT - COLD , 2021-12-25 22:10:02+00:00, 10200 NE PRESCOTT ST," 10200 NE PRESCOTT ST, Portland, OR",45.555302,-122.55759,"-122.55759, 45.555302"
"AREA CHECK at 1700 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP21000358437] 13:56 #pdx911, 2021-12-25 22:06:01+00:00",AREA CHECK , 2021-12-25 22:06:01+00:00, 1700 N TOMAHAWK ISLAND DR," 1700 N TOMAHAWK ISLAND DR, Portland, OR",45.6102108,-122.6760483,"-122.6760483, 45.6102108"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 10100 SE WASHINGTON ST, PORT [Portland Police #PP21000358448] 13:51 #pdx911, 2021-12-25 22:00:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 22:00:01+00:00, 10100 SE WASHINGTON ST," 10100 SE WASHINGTON ST, Portland, OR",45.51825068456375,-122.55910751006711,"-122.55910751006711, 45.51825068456375"
"VEHICLE STOLEN - COLD at 0 NE HANCOCK ST, PORT [Portland Police #PP21000358400] 13:35 #pdx911, 2021-12-25 21:58:01+00:00",VEHICLE STOLEN - COLD , 2021-12-25 21:58:01+00:00, 0 NE HANCOCK ST," 0 NE HANCOCK ST, Portland, OR",45.536749,-122.4989511,"-122.4989511, 45.536749"
"FIRE RELATED at 400 SW ALDER ST, PORT [Portland Police #PP21000358442] 13:41 #pdx911, 2021-12-25 21:56:01+00:00",FIRE RELATED , 2021-12-25 21:56:01+00:00, 400 SW ALDER ST," 400 SW ALDER ST, Portland, OR",45.519157,-122.676402,"-122.676402, 45.519157"
"UNWANTED PERSON at 1800 NE 33RD AVE, PORT [Portland Police #PP21000358422] 13:20 #pdx911, 2021-12-25 21:40:02+00:00",UNWANTED PERSON , 2021-12-25 21:40:02+00:00, 1800 NE 33RD AVE," 1800 NE 33RD AVE, Portland, OR",45.535895,-122.630546,"-122.630546, 45.535895"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1400 NW 12TH AVE, PORT [Portland Police #PP21000358429] 13:01 #pdx911, 2021-12-25 21:36:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 21:36:01+00:00, 1400 NW 12TH AVE," 1400 NW 12TH AVE, Portland, OR",45.533041,-122.683402,"-122.683402, 45.533041"
"ASSAULT - COLD at 300 SE 126TH AVE, PORT [Portland Police #PP21000358421] 12:43 #pdx911, 2021-12-25 21:34:05+00:00",ASSAULT - COLD , 2021-12-25 21:34:05+00:00, 300 SE 126TH AVE," 300 SE 126TH AVE, Portland, OR",45.520410509131274,-122.53376737140037,"-122.53376737140037, 45.520410509131274"
"THEFT - COLD at 600 NE 162ND AVE, MULT [Portland Police #PP21000358399] 13:11 #pdx911, 2021-12-25 21:24:02+00:00",THEFT - COLD , 2021-12-25 21:24:02+00:00, 600 NE 162ND AVE," 600 NE 162ND AVE, Portland, OR",45.5490758,-122.4959346,"-122.4959346, 45.5490758"
"VEHICLE STOLEN - COLD at 300 SW 4TH AVE, PORT [Portland Police #PP21000358390] 12:34 #pdx911, 2021-12-25 21:20:02+00:00",VEHICLE STOLEN - COLD , 2021-12-25 21:20:02+00:00, 300 SW 4TH AVE," 300 SW 4TH AVE, Portland, OR",45.5124288,-122.6798611,"-122.6798611, 45.5124288"
"THEFT - COLD at 4900 NE 62ND AVE, PORT [Portland Police #PP21000358392] 13:11 #pdx911, 2021-12-25 21:17:01+00:00",THEFT - COLD , 2021-12-25 21:17:01+00:00, 4900 NE 62ND AVE," 4900 NE 62ND AVE, Portland, OR",45.558672565656565,-122.59913050505051,"-122.59913050505051, 45.558672565656565"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 500 NE 100TH AVE, PORT [Portland Police #PP21000358346] 13:08 #pdx911, 2021-12-25 21:12:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 21:12:02+00:00, 500 NE 100TH AVE," 500 NE 100TH AVE, Portland, OR",45.526405,-122.56061,"-122.56061, 45.526405"
"SUSPICIOUS - PRIORITY at 6600 NE MT ST HELENS AVE, PORT [Portland Police #PP21000358393] 11:58 #pdx911, 2021-12-25 21:08:02+00:00",SUSPICIOUS - PRIORITY , 2021-12-25 21:08:02+00:00, 6600 NE MT ST HELENS AVE," 6600 NE MT ST HELENS AVE, Portland, OR",45.5706252,-122.5592968,"-122.5592968, 45.5706252"
"VEHICLE STOLEN - COLD at 6600 N MICHIGAN AVE, PORT [Portland Police #PP21000358388] 13:02 #pdx911, 2021-12-25 21:08:02+00:00",VEHICLE STOLEN - COLD , 2021-12-25 21:08:02+00:00, 6600 N MICHIGAN AVE," 6600 N MICHIGAN AVE, Portland, OR",45.57054241629881,-122.67664603720492,"-122.67664603720492, 45.57054241629881"
"UNWANTED PERSON at 11600 SE POWELL BLVD, PORT [Portland Police #PP21000358377] 12:57 #pdx911, 2021-12-25 21:02:01+00:00",UNWANTED PERSON , 2021-12-25 21:02:01+00:00, 11600 SE POWELL BLVD," 11600 SE POWELL BLVD, Portland, OR",45.49680992592592,-122.54326051851851,"-122.54326051851851, 45.49680992592592"
"VEHICLE STOLEN - COLD at 4800 NE 29TH AVE, PORT [Portland Police #PP21000358356] 12:39 #pdx911, 2021-12-25 21:00:02+00:00",VEHICLE STOLEN - COLD , 2021-12-25 21:00:02+00:00, 4800 NE 29TH AVE," 4800 NE 29TH AVE, Portland, OR",45.557775,-122.635748,"-122.635748, 45.557775"
"DISTURBANCE - PRIORITY at 1500 SE 89TH AVE, PORT [Portland Police #PP21000358353] 11:14 #pdx911, 2021-12-25 20:50:02+00:00",DISTURBANCE - PRIORITY , 2021-12-25 20:50:02+00:00, 1500 SE 89TH AVE," 1500 SE 89TH AVE, Portland, OR",45.512386,-122.572016,"-122.572016, 45.512386"
"VEHICLE STOLEN - COLD at 1200 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP21000358344] 12:19 #pdx911, 2021-12-25 20:42:27+00:00",VEHICLE STOLEN - COLD , 2021-12-25 20:42:27+00:00, 1200 NE MARTIN LUTHER KING JR BLVD," 1200 NE MARTIN LUTHER KING JR BLVD, Portland, OR",45.531631,-122.661552,"-122.661552, 45.531631"
"SUSPICIOUS - WITH WEAPON *H at 7500 N ELMORE AVE, PORT [Portland Police #PP21000358394] 11:58 #pdx911, 2021-12-25 20:36:02+00:00",SUSPICIOUS - WITH WEAPON *H , 2021-12-25 20:36:02+00:00, 7500 N ELMORE AVE," 7500 N ELMORE AVE, Portland, OR",45.57724,-122.68567,"-122.68567, 45.57724"
"BURGLARY - COLD at 2600 SE 12TH AVE, PORT [Portland Police #PP21000358367] 11:20 #pdx911, 2021-12-25 20:34:02+00:00",BURGLARY - COLD , 2021-12-25 20:34:02+00:00, 2600 SE 12TH AVE," 2600 SE 12TH AVE, Portland, OR",45.504047,-122.653618,"-122.653618, 45.504047"
"PREMISE CHECK at 2600 SE 12TH AVE, PORT [Portland Police #PP21000358367] 11:20 #pdx911, 2021-12-25 20:32:02+00:00",PREMISE CHECK , 2021-12-25 20:32:02+00:00, 2600 SE 12TH AVE," 2600 SE 12TH AVE, Portland, OR",45.504047,-122.653618,"-122.653618, 45.504047"
"THEFT - COLD at 5300 N AMHERST ST, PORT [Portland Police #PP21000358262] 11:41 #pdx911, 2021-12-25 20:20:02+00:00",THEFT - COLD , 2021-12-25 20:20:02+00:00, 5300 N AMHERST ST," 5300 N AMHERST ST, Portland, OR",45.578158,-122.727489,"-122.727489, 45.578158"
"UNWANTED PERSON at 9800 SW CAPITOL HWY, PORT [Portland Police #PP21000358385] 11:54 #pdx911, 2021-12-25 20:18:02+00:00",UNWANTED PERSON , 2021-12-25 20:18:02+00:00, 9800 SW CAPITOL HWY," 9800 SW CAPITOL HWY, Portland, OR",45.454496,-122.72037,"-122.72037, 45.454496"
"THEFT - PRIORITY at 12900 SE RAMONA ST, PORT [Portland Police #PP21000358398] 12:03 #pdx911, 2021-12-25 20:12:01+00:00",THEFT - PRIORITY , 2021-12-25 20:12:01+00:00, 12900 SE RAMONA ST," 12900 SE RAMONA ST, Portland, OR",45.479964,-122.530779,"-122.530779, 45.479964"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 4900 SE 113TH AVE, PORT [Portland Police #PP21000358373] 11:32 #pdx911, 2021-12-25 20:06:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 20:06:02+00:00, 4900 SE 113TH AVE," 4900 SE 113TH AVE, Portland, OR",45.48654392307692,-122.54704165384616,"-122.54704165384616, 45.48654392307692"
"DISTURBANCE - PRIORITY at 6800 N FESSENDEN ST, PORT [Portland Police #PP21000358375] 11:33 #pdx911, 2021-12-25 20:06:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 20:06:01+00:00, 6800 N FESSENDEN ST," 6800 N FESSENDEN ST, Portland, OR",45.59266154545455,-122.73240672727273,"-122.73240672727273, 45.59266154545455"
"VEHICLE STOLEN - COLD at 1900 NW JOHNSON ST, PORT [Portland Police #PP21000358336] 11:36 #pdx911, 2021-12-25 20:04:01+00:00",VEHICLE STOLEN - COLD , 2021-12-25 20:04:01+00:00, 1900 NW JOHNSON ST," 1900 NW JOHNSON ST, Portland, OR",45.528422,-122.690613,"-122.690613, 45.528422"
"VEHICLE STOLEN - COLD at 2400 SW 6TH AVE, PORT [Portland Police #PP21000358317] 10:24 #pdx911, 2021-12-25 19:58:02+00:00",VEHICLE STOLEN - COLD , 2021-12-25 19:58:02+00:00, 2400 SW 6TH AVE," 2400 SW 6TH AVE, Portland, OR",45.50579,-122.684203,"-122.684203, 45.50579"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 12100 SE DIVISION ST, PORT [Portland Police #PP21000358376] 11:35 #pdx911, 2021-12-25 19:44:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 19:44:01+00:00, 12100 SE DIVISION ST," 12100 SE DIVISION ST, Portland, OR",45.50402520253164,-122.53938035443038,"-122.53938035443038, 45.50402520253164"
"SUSPICIOUS - PRIORITY at 6300 NE CESAR E CHAVEZ BLVD, PORT [Portland Police #PP21000358370] 11:25 #pdx911, 2021-12-25 19:42:01+00:00",SUSPICIOUS - PRIORITY , 2021-12-25 19:42:01+00:00, 6300 NE CESAR E CHAVEZ BLVD," 6300 NE CESAR E CHAVEZ BLVD, Portland, OR",45.56863,-122.623398,"-122.623398, 45.56863"
"AREA CHECK at 2100 W BURNSIDE ST, PORT [Portland Police #PP21000358365] 11:27 #pdx911, 2021-12-25 19:40:02+00:00",AREA CHECK , 2021-12-25 19:40:02+00:00, 2100 W BURNSIDE ST," 2100 W BURNSIDE ST, Portland, OR",45.523137,-122.694473,"-122.694473, 45.523137"
"DISTURBANCE - PRIORITY at 4800 NE SANDY BLVD, PORT [Portland Police #PP21000358351] 10:49 #pdx911, 2021-12-25 19:36:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 19:36:01+00:00, 4800 NE SANDY BLVD," 4800 NE SANDY BLVD, Portland, OR",45.538751,-122.613744,"-122.613744, 45.538751"
"THEFT - COLD at 500 SW TAYLOR ST, PORT [Portland Police #PP21000358321] 11:02 #pdx911, 2021-12-25 19:34:02+00:00",THEFT - COLD , 2021-12-25 19:34:02+00:00, 500 SW TAYLOR ST," 500 SW TAYLOR ST, Portland, OR",45.51743,-122.678507,"-122.678507, 45.51743"
"DISTURBANCE - PRIORITY at 7600 SE OGDEN ST, PORT [Portland Police #PP21000358335] 10:20 #pdx911, 2021-12-25 19:28:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 19:28:01+00:00, 7600 SE OGDEN ST," 7600 SE OGDEN ST, Portland, OR",45.470903,-122.585314,"-122.585314, 45.470903"
"VEHICLE STOLEN - COLD at 1100 SW 11TH AVE, PORT [Portland Police #PP21000358334] 10:41 #pdx911, 2021-12-25 19:24:02+00:00",VEHICLE STOLEN - COLD , 2021-12-25 19:24:02+00:00, 1100 SW 11TH AVE," 1100 SW 11TH AVE, Portland, OR",45.5210655,-122.6827097,"-122.6827097, 45.5210655"
"UNWANTED PERSON at 9700 SE STARK ST, PORT [Portland Police #PP21000358326] 10:00 #pdx911, 2021-12-25 19:16:02+00:00",UNWANTED PERSON , 2021-12-25 19:16:02+00:00, 9700 SE STARK ST," 9700 SE STARK ST, Portland, OR",45.518959026845636,-122.56315304026846,"-122.56315304026846, 45.518959026845636"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 9900 SE WASHINGTON ST, PORT [Portland Police #PP21000358357] 11:06 #pdx911, 2021-12-25 19:16:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-25 19:16:02+00:00, 9900 SE WASHINGTON ST," 9900 SE WASHINGTON ST, Portland, OR",45.518248,-122.560131,"-122.560131, 45.518248"
"THREAT - COLD at 12500 SE POWELL CT, PORT [Portland Police #PP21000358316] 10:55 #pdx911, 2021-12-25 19:10:01+00:00",THREAT - COLD , 2021-12-25 19:10:01+00:00, 12500 SE POWELL CT," 12500 SE POWELL CT, Portland, OR",45.4967422885906,-122.5362912214765,"-122.5362912214765, 45.4967422885906"
"DISTURBANCE - PRIORITY at 4600 SE CESAR E CHAVEZ BLVD, PORT [Portland Police #PP21000358342] 10:30 #pdx911, 2021-12-25 18:56:02+00:00",DISTURBANCE - PRIORITY , 2021-12-25 18:56:02+00:00, 4600 SE CESAR E CHAVEZ BLVD," 4600 SE CESAR E CHAVEZ BLVD, Portland, OR",45.489521868661406,-122.62272867508638,"-122.62272867508638, 45.489521868661406"
"THEFT - COLD at 3700 NE 7TH AVE, PORT [Portland Police #PP21000358318] 10:37 #pdx911, 2021-12-25 18:56:02+00:00",THEFT - COLD , 2021-12-25 18:56:02+00:00, 3700 NE 7TH AVE," 3700 NE 7TH AVE, Portland, OR",45.549612,-122.658511,"-122.658511, 45.549612"
"BURGLARY - PRIORITY *H at 300 NE MULTNOMAH ST, PORT [Portland Police #PP21000358308] 09:27 #pdx911, 2021-12-25 18:54:02+00:00",BURGLARY - PRIORITY *H , 2021-12-25 18:54:02+00:00, 300 NE MULTNOMAH ST," 300 NE MULTNOMAH ST, Portland, OR",45.53138801593802,-122.66205846940983,"-122.66205846940983, 45.53138801593802"
"UNWANTED PERSON at 8300 SE POWELL BLVD, PORT [Portland Police #PP21000358278] 10:21 #pdx911, 2021-12-25 18:54:02+00:00",UNWANTED PERSON , 2021-12-25 18:54:02+00:00, 8300 SE POWELL BLVD," 8300 SE POWELL BLVD, Portland, OR",45.497319464646466,-122.57746993939394,"-122.57746993939394, 45.497319464646466"
"VEHICLE STOLEN - COLD at 0 SE 13TH AVE, PORT [Portland Police #PP21000358322] 10:17 #pdx911, 2021-12-25 18:46:01+00:00",VEHICLE STOLEN - COLD , 2021-12-25 18:46:01+00:00, 0 SE 13TH AVE," 0 SE 13TH AVE, Portland, OR",45.465102,-122.6529579,"-122.6529579, 45.465102"
"TRIMET INCIDENT - PRIORITY at 10400 N LOMBARD ST, PORT [Portland Police #PP21000358306] 10:06 #pdx911, 2021-12-25 18:38:02+00:00",TRIMET INCIDENT - PRIORITY , 2021-12-25 18:38:02+00:00, 10400 N LOMBARD ST," 10400 N LOMBARD ST, Portland, OR",45.601561950000004,-122.76584025529769,"-122.76584025529769, 45.601561950000004"
"THEFT - PRIORITY at 9900 NE SANDY BLVD, PORT [Portland Police #PP21000358215] 10:27 #pdx911, 2021-12-25 18:32:02+00:00",THEFT - PRIORITY , 2021-12-25 18:32:02+00:00, 9900 NE SANDY BLVD," 9900 NE SANDY BLVD, Portland, OR",45.559293,-122.560648,"-122.560648, 45.559293"
"THEFT - COLD at 11200 NE HOLMAN ST, PORT [Portland Police #PP21000358295] 10:10 #pdx911, 2021-12-25 18:30:02+00:00",THEFT - COLD , 2021-12-25 18:30:02+00:00, 11200 NE HOLMAN ST," 11200 NE HOLMAN ST, Portland, OR",45.568089,-122.547248,"-122.547248, 45.568089"
"VEHICLE STOLEN - COLD at 0 NE 147TH AVE, PORT [Portland Police #PP21000358286] 09:39 #pdx911, 2021-12-25 18:26:01+00:00",VEHICLE STOLEN - COLD , 2021-12-25 18:26:01+00:00, 0 NE 147TH AVE," 0 NE 147TH AVE, Portland, OR",45.5498594,-122.5111995,"-122.5111995, 45.5498594"
"VEHICLE STOLEN - COLD at 2800 NE EVERETT ST, PORT [Portland Police #PP21000358314] 09:39 #pdx911, 2021-12-25 18:20:01+00:00",VEHICLE STOLEN - COLD , 2021-12-25 18:20:01+00:00, 2800 NE EVERETT ST," 2800 NE EVERETT ST, Portland, OR",45.52493,-122.637046,"-122.637046, 45.52493"
"NOISE DISTURBANCE at 300 NW 19TH AVE, PORT [Portland Police #PP21000358303] 10:08 #pdx911, 2021-12-25 18:20:01+00:00",NOISE DISTURBANCE , 2021-12-25 18:20:01+00:00, 300 NW 19TH AVE," 300 NW 19TH AVE, Portland, OR",45.525068,-122.690196,"-122.690196, 45.525068"
"DISTURBANCE - PRIORITY at 4500 NE 95TH AVE, PORT [Portland Police #PP21000358263] 07:56 #pdx911, 2021-12-25 18:18:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 18:18:01+00:00, 4500 NE 95TH AVE," 4500 NE 95TH AVE, Portland, OR",45.555507,-122.564754,"-122.564754, 45.555507"
"DISTURBANCE - PRIORITY at 1700 SW COLUMBIA ST, PORT [Portland Police #PP21000358323] 09:49 #pdx911, 2021-12-25 18:16:01+00:00",DISTURBANCE - PRIORITY , 2021-12-25 18:16:01+00:00, 1700 SW COLUMBIA ST," 1700 SW COLUMBIA ST, Portland, OR",45.5171584,-122.6919303,"-122.6919303, 45.5171584"
